,Occupancy,WorkingHours,Delta Temperature,Delta Humidity,Delta Light,Delta CO2
4611,0,0,1.0,-3.0,0.0,-36.16666666666703
7926,0,0,1.0,-3.0,0.0,-34.5
1020,0,0,1.0,-3.0,0.0,-34.0
9886,0,0,1.0,-3.0,0.0,-34.0
10446,0,0,1.0,-3.0,0.0,-33.5
8484,0,0,1.0,-3.0,0.0,-39.0
2884,0,0,1.0,-3.0,0.0,-39.5
10634,0,0,1.0,-3.0,0.0,-44.83333333333297
5280,0,0,1.0,-3.0,0.0,-42.0
1652,0,0,0.9100000000000001,-3.099999999999998,0.0,-42.5
1599,0,0,1.0,-3.0,0.0,-40.5
10874,0,0,1.0,-3.0,0.0,-36.5
6168,0,0,0.9100000000000001,-3.099999999999998,0.0,-40.5
11356,0,0,1.0050000000000026,-3.450000000000003,0.0,-31.5
530,0,0,0.9600000000000009,-3.5,0.0,-30.5
8274,0,0,0.9600000000000009,-3.5,0.0,-32.0
11022,0,0,0.9600000000000009,-3.5,0.0,-32.0
3223,0,0,0.9600000000000009,-3.5,0.0,-37.5
1100,0,0,0.9600000000000009,-3.5,0.0,-33.5
6525,0,0,0.9600000000000009,-3.5,0.0,-37.0
1430,0,0,0.9600000000000009,-3.6000000000000014,0.0,-36.5
11790,0,0,0.9600000000000009,-3.6000000000000014,0.0,-37.0
2156,0,0,0.9600000000000009,-3.6000000000000014,0.0,-39.0
6927,0,0,0.9600000000000009,-3.6000000000000014,0.0,-39.0
6258,0,0,0.9600000000000009,-3.6000000000000014,0.0,-33.0
516,0,0,0.9600000000000009,-3.710000000000001,0.0,-35.0
5961,0,0,0.9600000000000009,-3.710000000000001,0.0,-36.0
9986,0,0,0.9600000000000009,-3.710000000000001,0.0,-39.0
3802,0,0,0.9600000000000009,-3.710000000000001,0.0,-33.0
6173,0,0,0.9600000000000009,-3.710000000000001,0.0,-43.0
10506,0,0,0.9600000000000009,-3.8100000000000023,0.0,-38.0
3441,0,0,0.9600000000000009,-3.710000000000001,0.0,-38.0
2664,0,0,0.9600000000000009,-3.8100000000000023,0.0,-38.0
7965,0,0,0.9600000000000009,-3.710000000000001,0.0,-42.0
4510,0,0,0.9600000000000009,-3.8100000000000023,0.0,-40.33333333333297
10277,0,0,0.9600000000000009,-3.735000000000003,0.0,-40.25
1388,0,0,0.9600000000000009,-3.710000000000001,0.0,-42.0
5849,0,0,0.9600000000000009,-3.710000000000001,0.0,-39.0
202,0,0,0.9600000000000009,-3.710000000000001,0.0,-41.0
6706,0,0,0.9600000000000009,-3.8100000000000023,0.0,-43.0
11112,0,0,0.9600000000000009,-3.8100000000000023,0.0,-41.0
4057,0,0,0.9600000000000009,-3.8100000000000023,0.0,-42.75
7590,0,0,0.9600000000000009,-3.8100000000000023,0.0,-46.0
4321,0,0,0.9600000000000009,-3.8100000000000023,0.0,-49.0
5464,0,0,0.9600000000000009,-3.8100000000000023,0.0,-50.0
5688,0,0,1.0050000000000026,-3.8550000000000004,0.0,-52.0
3358,0,0,0.990000000000002,-3.870000000000001,0.0,-52.0
4942,0,0,1.0500000000000007,-3.8100000000000023,0.0,-48.0
265,0,0,0.9600000000000009,-3.900000000000002,0.0,-50.0
11646,0,0,1.0450000000000017,-3.754999999999999,0.0,-48.920000000000016
1647,0,0,1.0450000000000017,-3.754999999999999,0.0,-41.420000000000016
1415,0,0,1.0899999999999999,-3.8000000000000007,0.0,-46.420000000000016
10990,0,0,1.0899999999999999,-3.8000000000000007,0.0,-54.420000000000016
10499,0,0,1.0899999999999999,-3.8000000000000007,0.0,-49.420000000000016
10006,0,0,1.0899999999999999,-3.8000000000000007,0.0,-43.75333333333299
5904,0,0,1.0899999999999999,-3.8000000000000007,0.0,-47.420000000000016
1635,0,0,1.0899999999999999,-3.8000000000000007,0.0,-55.420000000000016
81,0,0,1.0899999999999999,-3.8000000000000007,0.0,-48.420000000000016
7745,0,0,1.0899999999999999,-3.8000000000000007,0.0,-49.420000000000016
3385,0,0,1.0899999999999999,-3.8000000000000007,0.0,-49.420000000000016
3389,0,0,1.0899999999999999,-3.8000000000000007,0.0,-44.420000000000016
11210,0,0,1.0899999999999999,-3.8000000000000007,0.0,-42.420000000000016
7948,0,0,1.0899999999999999,-3.8000000000000007,0.0,-45.420000000000016
6729,0,0,1.0899999999999999,-3.8000000000000007,0.0,-49.420000000000016
6042,0,0,1.0899999999999999,-3.8000000000000007,0.0,-50.920000000000016
1712,0,0,1.0899999999999999,-3.8000000000000007,0.0,-51.920000000000016
5106,0,0,1.0899999999999999,-3.8000000000000007,0.0,-51.420000000000016
3831,0,0,1.0899999999999999,-3.8000000000000007,0.0,-51.420000000000016
4425,0,0,1.0899999999999999,-3.754999999999999,0.0,-54.920000000000016
1885,0,0,1.0,-3.8000000000000007,0.0,-48.420000000000016
9214,0,0,1.0,-3.754999999999999,0.0,-49.920000000000016
10932,0,0,1.0,-3.710000000000001,0.0,-53.420000000000016
8763,0,0,1.0,-3.710000000000001,0.0,-54.420000000000016
5785,0,0,0.9666666666667005,-3.6099999999999994,0.0,-55.420000000000016
7657,0,0,0.9000000000000021,-3.6099999999999994,0.0,-51.420000000000016
434,0,0,0.9000000000000021,-3.6099999999999994,0.0,-51.420000000000016
1807,0,0,0.9000000000000021,-3.6099999999999994,0.0,-48.420000000000016
6821,0,0,0.9000000000000021,-3.5366666666666937,0.0,-55.08666666666704
9743,0,0,0.9000000000000021,-3.5,0.0,-54.420000000000016
2484,0,0,0.9000000000000021,-3.5,0.0,-54.420000000000016
3625,0,0,0.9000000000000021,-3.5,0.0,-60.420000000000016
11368,0,0,0.8000000000000007,-3.6099999999999994,0.0,-62.420000000000016
5897,0,0,0.9000000000000021,-3.5,0.0,-58.920000000000016
11290,0,0,0.9000000000000021,-3.5,0.0,-59.420000000000016
4269,0,0,0.9000000000000021,-3.6099999999999994,0.0,-60.420000000000016
5537,0,0,0.9000000000000021,-3.6099999999999994,0.0,-56.420000000000016
11896,0,0,0.8100000000000023,-2.210000000000001,0.0,-50.25
11113,0,0,0.8100000000000023,-2.210000000000001,0.0,-51.25
6754,0,0,0.7600000000000016,-2.2600000000000016,0.0,-52.25
1322,0,0,0.8100000000000023,-2.210000000000001,0.0,-52.25
11751,0,0,0.8100000000000023,-2.210000000000001,0.0,-58.25
8833,0,0,0.8350000000000009,-2.210000000000001,0.0,-54.75
9671,0,0,0.8433333333333017,-2.210000000000001,0.0,-58.91666666666703
3865,0,0,0.8100000000000023,-2.2600000000000016,0.0,-58.75
11135,0,0,0.8100000000000023,-2.2600000000000016,0.0,-58.25
9538,0,0,0.8599999999999994,-2.2600000000000016,0.0,-53.25
9841,0,0,0.9100000000000001,-2.3100000000000023,0.0,-52.91666666666703
11361,0,0,0.9100000000000001,-2.400000000000002,0.0,-56.25
4284,0,0,0.8433333333333017,-2.400000000000002,0.0,-59.25
7151,0,0,0.8766666666667007,-2.400000000000002,0.0,-58.25
6699,0,0,0.9100000000000001,-2.400000000000002,0.0,-57.75
7725,0,0,0.9100000000000001,-2.400000000000002,0.0,-57.25
8314,0,0,0.9100000000000001,-2.400000000000002,0.0,-51.25
10740,0,0,0.9100000000000001,-2.400000000000002,0.0,-52.25
4885,0,0,0.9100000000000001,-2.400000000000002,0.0,-58.25
5755,0,0,0.9100000000000001,-2.400000000000002,0.0,-59.25
8300,0,0,0.9100000000000001,-2.5,0.0,-61.25
4381,0,0,0.9100000000000001,-2.5,0.0,-58.25
6280,0,0,0.9100000000000001,-2.450000000000003,0.0,-60.75
2127,0,0,0.9100000000000001,-2.5,0.0,-62.75
5641,0,0,0.9100000000000001,-2.5,0.0,-61.25
10163,0,0,0.9100000000000001,-2.5,0.0,-60.25
2730,0,0,0.9100000000000001,-2.5,0.0,-61.25
6451,0,0,0.9100000000000001,-2.5,0.0,-66.25
9282,0,0,0.9100000000000001,-2.5,0.0,-59.75
914,0,0,0.9100000000000001,-2.5,0.0,-56.25
11590,0,0,0.9100000000000001,-2.6000000000000014,0.0,-59.25
5458,0,0,0.9100000000000001,-2.6000000000000014,0.0,-63.75
7197,0,0,0.9100000000000001,-2.6000000000000014,0.0,-64.25
759,0,0,0.9100000000000001,-2.5,0.0,-54.75
3164,0,0,0.8350000000000009,-2.5,0.0,-56.5
8916,0,0,0.8100000000000023,-2.6000000000000014,0.0,-63.25
4939,0,0,0.8100000000000023,-2.5,0.0,-62.25
6623,0,0,0.8100000000000023,-2.5,0.0,-60.75
5753,0,0,0.8100000000000023,-2.533333333333303,0.0,-63.25
4129,0,0,0.8100000000000023,-2.6000000000000014,0.0,-63.25
9284,0,0,0.7600000000000016,-2.5500000000000007,0.0,-64.75
11938,0,0,0.8100000000000023,-2.5,0.0,-62.91666666666703
1267,0,0,0.8100000000000023,-2.5,0.0,-59.25
794,0,0,0.7100000000000009,-2.0,0.0,-65.0
7633,0,0,0.7100000000000009,-2.0,0.0,-64.83333333333297
9157,0,0,0.7100000000000009,-2.0,0.0,-66.5
6950,0,0,0.7100000000000009,-2.0,0.0,-63.5
251,0,0,0.7100000000000009,-2.0,0.0,-62.0
469,0,0,0.7100000000000009,-2.0,0.0,-60.5
6350,0,0,0.7100000000000009,-1.8999999999999986,0.0,-65.5
6286,0,0,0.7100000000000009,-2.0,0.0,-66.0
11830,0,0,0.7100000000000009,-2.0,0.0,-67.0
5572,0,0,0.7100000000000009,-2.0,0.0,-70.5
1202,0,0,0.7100000000000009,-2.0,0.0,-65.0
11840,0,0,0.7100000000000009,-2.0,0.0,-66.0
691,0,0,0.7100000000000009,-2.0,0.0,-64.5
10624,0,0,0.7100000000000009,-2.0,0.0,-63.5
8305,0,0,0.7100000000000009,-2.0,0.0,-60.5
6373,0,0,0.7100000000000009,-2.0,0.0,-61.5
6381,0,0,0.7100000000000009,-2.0,0.0,-60.5
11374,0,0,0.7100000000000009,-2.1099999999999994,0.0,-62.5
7852,0,0,0.7100000000000009,-2.1099999999999994,0.0,-57.5
6901,0,0,0.7600000000000016,-2.0549999999999997,0.0,-62.5
2729,0,0,0.7433333333333039,-2.0733333333333057,0.0,-64.5
2743,0,0,0.7600000000000016,-2.0549999999999997,0.0,-65.0
11006,0,0,0.7600000000000016,-2.0549999999999997,0.0,-61.0
2967,0,0,0.8100000000000023,-2.0,0.0,-59.5
11596,0,0,0.7100000000000009,-2.1099999999999994,0.0,-66.5
8035,0,0,0.8100000000000023,-2.1099999999999994,0.0,-64.5
3064,0,0,0.7433333333333039,-2.1099999999999994,0.0,-66.0
4959,0,0,0.7850000000000001,-2.0275,0.0,-64.75
211,0,0,0.8100000000000023,-2.0549999999999997,0.0,-65.0
3770,0,0,0.8100000000000023,-2.0824999999999996,0.0,-63.25
2786,0,0,0.8100000000000023,-2.1099999999999994,0.0,-70.5
2450,0,0,0.7600000000000016,-2.16,0.0,-63.0
5427,0,0,0.8100000000000023,-2.1099999999999994,0.0,-67.0
8983,0,0,0.7600000000000016,-2.16,0.0,-70.0
3271,0,0,0.7766666666666993,-2.143333333333306,0.0,-68.16666666666703
11611,0,0,0.8100000000000023,-2.1099999999999994,0.0,-68.5
6989,0,0,0.7349999999999994,-2.16,0.0,-70.5
7446,0,0,0.7100000000000009,-2.210000000000001,0.0,-65.5
4279,0,0,0.7100000000000009,-2.1766666666666943,0.0,-64.16666666666703
5980,0,0,0.7100000000000009,-2.143333333333306,0.0,-70.5
8586,0,0,0.7100000000000009,-2.1099999999999994,0.0,-73.5
5097,0,0,0.7100000000000009,-2.1099999999999994,0.0,-70.0
913,0,0,0.7100000000000009,-2.1099999999999994,0.0,-61.5
5031,0,0,0.7100000000000009,-2.16,0.0,-61.0
10398,0,0,0.8000000000000007,-1.7100000000000009,0.0,-57.0
3319,0,0,0.8000000000000007,-1.7100000000000009,0.0,-58.0
2940,0,0,0.8000000000000007,-1.7100000000000009,0.0,-57.5
1741,0,0,0.8000000000000007,-1.7100000000000009,0.0,-64.0
10491,0,0,0.8000000000000007,-1.7100000000000009,0.0,-64.0
5095,0,0,0.745000000000001,-1.7100000000000009,0.0,-63.5
11882,0,0,0.7633333333333034,-1.7100000000000009,0.0,-59.66666666666703
1309,0,0,0.6900000000000013,-1.7100000000000009,0.0,-59.5
6551,0,0,0.7266666666666985,-1.7100000000000009,0.0,-59.0
9859,0,0,0.8000000000000007,-1.7100000000000009,0.0,-55.5
10246,0,0,0.6900000000000013,-1.7100000000000009,0.0,-57.5
1162,0,0,0.6900000000000013,-1.7100000000000009,0.0,-60.0
5674,0,0,0.6900000000000013,-1.7100000000000009,0.0,-65.0
10621,0,0,0.6900000000000013,-1.7100000000000009,0.0,-75.0
2204,0,0,0.6900000000000013,-1.7100000000000009,0.0,-62.0
10338,0,0,0.6900000000000013,-1.7100000000000009,0.0,-57.0
5450,0,0,0.6900000000000013,-1.7100000000000009,0.0,-64.0
1466,0,0,0.6900000000000013,-1.7100000000000009,0.0,-64.66666666666703
3031,0,0,0.6900000000000013,-1.7100000000000009,0.0,-61.0
7122,0,0,0.8000000000000007,-1.9000000000000021,0.0,-58.0
11292,0,0,0.8000000000000007,-1.9000000000000021,0.0,-59.5
5379,0,0,0.8000000000000007,-1.9000000000000021,0.0,-61.5
9908,0,0,0.8000000000000007,-1.9666666666667005,0.0,-61.66666666666703
971,0,0,0.8000000000000007,-2.0,0.0,-62.0
9276,0,0,0.8000000000000007,-2.0,0.0,-63.0
1780,0,0,0.8000000000000007,-2.0,0.0,-59.0
10756,0,0,0.8000000000000007,-2.0,0.0,-61.0
9001,0,0,0.8000000000000007,-2.0,0.0,-59.33333333333297
2777,0,0,0.8000000000000007,-2.0,0.0,-63.5
1338,0,0,0.8000000000000007,-2.033333333333303,0.0,-63.66666666666703
7599,0,0,0.8000000000000007,-2.0500000000000007,0.0,-59.5
10577,0,0,0.8000000000000007,-2.1000000000000014,0.0,-61.5
11031,0,0,0.8000000000000007,-2.1000000000000014,0.0,-57.5
3370,0,0,0.8000000000000007,-2.155000000000001,0.0,-58.0
5566,0,0,0.8000000000000007,-2.155000000000001,0.0,-59.5
2645,0,0,0.8000000000000007,-2.1000000000000014,0.0,-60.5
10538,0,0,0.8000000000000007,-2.1000000000000014,0.0,-59.0
10720,0,0,0.8000000000000007,-2.210000000000001,0.0,-63.0
3805,0,0,0.8000000000000007,-2.210000000000001,0.0,-58.5
11483,0,0,0.8000000000000007,-2.210000000000001,0.0,-60.5
3190,0,0,0.8000000000000007,-2.210000000000001,0.0,-59.0
4703,0,0,0.7100000000000009,-1.870000000000001,0.0,-58.25
2337,0,0,0.7100000000000009,-1.9033333333333076,0.0,-57.58333333333297
5481,0,0,0.7100000000000009,-1.9700000000000024,0.0,-61.25
6169,0,0,0.6000000000000014,-1.870000000000001,0.0,-60.25
6606,0,0,0.7100000000000009,-1.870000000000001,0.0,-56.25
9561,0,0,0.6000000000000014,-1.870000000000001,0.0,-60.75
6863,0,0,0.6000000000000014,-1.870000000000001,0.0,-60.25
10019,0,0,0.6000000000000014,-1.9200000000000017,0.0,-55.25
7315,0,0,0.5666666666666984,-1.9033333333333076,0.0,-53.25
10795,0,0,0.6000000000000014,-1.870000000000001,0.0,-55.25
5707,0,0,0.6000000000000014,-1.9700000000000024,0.0,-57.25
7772,0,0,0.5500000000000007,-2.0150000000000006,0.0,-56.25
4826,0,0,0.6000000000000014,-1.9700000000000024,0.0,-59.25
6221,0,0,0.5666666666666984,-2.0,0.0,-59.25
11288,0,0,0.5666666666666984,-2.0933333333333017,0.0,-55.91666666666703
6402,0,0,0.6000000000000014,-2.0600000000000023,0.0,-54.75
10863,0,0,0.6000000000000014,-2.0600000000000023,0.0,-58.75
